      Comparison1   Comparison2  TE_DfPS_Prediction  TE_DfP_Prediction  TE_DfS_Prediction  TE_NoCond_Prediction  TE_OnlyDF_Prediction  TE_OnlyP_Prediction  TE_OnlyS_Prediction  TE_VolD_Prediction  TE_VolI_Prediction  VOL_IntDifference_Prediction  VOL_IntDifference_Uncertain_Prediction  VOL_IntRatio_Prediction  VOL_IntRatio_Uncertain_Prediction  VOL_Intersection_Prediction  VOL_Intersection_Uncertain_Prediction
264   o5_t2_ap_d2   o5_t2_rp_d1                 1.0                1.0                1.0                   1.0                   1.0                  1.0                  1.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
265   o5_t2_ap_d2   o5_t2_rp_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       1                        0                                  1                            1                                      1
266   o5_t2_rp_d1   o5_t1_cs_d1                 1.0                1.0                0.0                   0.0                   0.0                  1.0                  0.0                   1                 0.0                             1                                       0                        1                                  0                            0                                      0
267   o5_t2_rp_d1   o5_t1_cs_d2                 0.0                0.0                0.0                   0.0                   0.0                  0.0                  0.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
268   o5_t2_rp_d1   o5_t2_mf_d1                 1.0                1.0                0.0                   0.0                   0.0                  1.0                  0.0                   1                 1.0                             1                                       1                        1                                  1                            0                                      0
269   o5_t2_rp_d1   o5_t2_mf_d2                 0.0                0.0                0.0                   0.0                   0.0                  0.0                  0.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
270   o5_t2_rp_d1   o5_t2_ap_d1                 0.0                0.0                0.0                   0.0                   0.0                  0.0                  0.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
271   o5_t2_rp_d1   o5_t2_ap_d2                 0.0                0.0                0.0                   0.0                   0.0                  0.0                  0.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
272   o5_t2_rp_d1   o5_t2_rp_d2                 0.0                0.0                0.0                   0.0                   0.0                  0.0                  0.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
273   o5_t2_rp_d2   o5_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      0
274   o5_t2_rp_d2   o5_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
275   o5_t2_rp_d2   o5_t2_mf_d1                 1.0                1.0                0.5                   0.0                   0.5                  1.0                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
276   o5_t2_rp_d2   o5_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
277   o5_t2_rp_d2   o5_t2_ap_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
278   o5_t2_rp_d2   o5_t2_ap_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       0                        1                                  0                            0                                      0
279   o5_t2_rp_d2   o5_t2_rp_d1                 1.0                1.0                1.0                   1.0                   1.0                  1.0                  1.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
280   o6_t1_cs_d1   o6_t1_cs_d2                 0.0                0.0                0.5                   0.5                   0.5                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      1
281   o6_t1_cs_d1   o6_t2_mf_d1                 0.0                0.0                0.5                   0.5                   1.0                  0.0                  0.0                   1                 0.0                             1                                       1                        1                                  1                            1                                      1
282   o6_t1_cs_d1   o6_t2_mf_d2                 0.0                0.0                0.5                   0.5                   1.0                  0.0                  0.0                   0                 0.0                             0                                       1                        0                                  1                            0                                      1
283   o6_t1_cs_d1   o6_t2_ap_d1                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
284   o6_t1_cs_d1   o6_t2_ap_d2                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
285   o6_t1_cs_d1   o6_t2_rp_d1                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       1                        0                                  1                            1                                      1
286   o6_t1_cs_d1   o6_t2_rp_d2                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  1                            0                                      1
287   o6_t1_cs_d2   o6_t1_cs_d1                 1.0                1.0                0.5                   0.5                   0.5                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      0
288   o6_t1_cs_d2   o6_t2_mf_d1                 0.5                0.5                0.5                   0.5                   1.0                  0.5                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
289   o6_t1_cs_d2   o6_t2_mf_d2                 0.5                0.5                0.5                   0.5                   1.0                  0.5                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
290   o6_t1_cs_d2   o6_t2_ap_d1                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   0                 1.0                             0                                       0                        0                                  0                            0                                      0
291   o6_t1_cs_d2   o6_t2_ap_d2                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   1                 1.0                             0                                       1                        0                                  0                            0                                      0
292   o6_t1_cs_d2   o6_t2_rp_d1                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
293   o6_t1_cs_d2   o6_t2_rp_d2                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
294   o6_t2_mf_d1   o6_t1_cs_d1                 1.0                1.0                0.5                   0.5                   0.0                  1.0                  1.0                   0                 1.0                             0                                       0                        0                                  0                            0                                      0
295   o6_t2_mf_d1   o6_t1_cs_d2                 0.5                0.5                0.5                   0.5                   0.0                  0.5                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
296   o6_t2_mf_d1   o6_t2_mf_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
297   o6_t2_mf_d1   o6_t2_ap_d1                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
298   o6_t2_mf_d1   o6_t2_ap_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
299   o6_t2_mf_d1   o6_t2_rp_d1                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
300   o6_t2_mf_d1   o6_t2_rp_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
301   o6_t2_mf_d2   o6_t1_cs_d1                 1.0                1.0                0.5                   0.5                   0.0                  1.0                  1.0                   1                 1.0                             1                                       0                        1                                  0                            1                                      0
302   o6_t2_mf_d2   o6_t1_cs_d2                 0.5                0.5                0.5                   0.5                   0.0                  0.5                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
303   o6_t2_mf_d2   o6_t2_mf_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
304   o6_t2_mf_d2   o6_t2_ap_d1                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
305   o6_t2_mf_d2   o6_t2_ap_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
306   o6_t2_mf_d2   o6_t2_rp_d1                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            1                                      1
307   o6_t2_mf_d2   o6_t2_rp_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      1
308   o6_t2_ap_d1   o6_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
309   o6_t2_ap_d1   o6_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   1                 0.0                             1                                       1                        1                                  1                            1                                      1
310   o6_t2_ap_d1   o6_t2_mf_d1                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
311   o6_t2_ap_d1   o6_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
312   o6_t2_ap_d1   o6_t2_ap_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
313   o6_t2_ap_d1   o6_t2_rp_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
314   o6_t2_ap_d1   o6_t2_rp_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
315   o6_t2_ap_d2   o6_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
316   o6_t2_ap_d2   o6_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   0                 0.0                             1                                       0                        1                                  1                            1                                      1
317   o6_t2_ap_d2   o6_t2_mf_d1                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
318   o6_t2_ap_d2   o6_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
319   o6_t2_ap_d2   o6_t2_ap_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            0                                      1
320   o6_t2_ap_d2   o6_t2_rp_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
321   o6_t2_ap_d2   o6_t2_rp_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             1                                       1                        1                                  1                            1                                      1
322   o6_t2_rp_d1   o6_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       0                        1                                  0                            0                                      0
323   o6_t2_rp_d1   o6_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
324   o6_t2_rp_d1   o6_t2_mf_d1                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
325   o6_t2_rp_d1   o6_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
326   o6_t2_rp_d1   o6_t2_ap_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
327   o6_t2_rp_d1   o6_t2_ap_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
328   o6_t2_rp_d1   o6_t2_rp_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
329   o6_t2_rp_d2   o6_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  0                            1                                      0
330   o6_t2_rp_d2   o6_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
331   o6_t2_rp_d2   o6_t2_mf_d1                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
332   o6_t2_rp_d2   o6_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
333   o6_t2_rp_d2   o6_t2_ap_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
334   o6_t2_rp_d2   o6_t2_ap_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             0                                       0                        0                                  0                            0                                      0
335   o6_t2_rp_d2   o6_t2_rp_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
336   o7_t1_cs_d1   o7_t1_cs_d2                 0.0                0.0                0.5                   0.5                   0.5                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            1                                      1
337   o7_t1_cs_d1   o7_t2_mf_d1                 0.5                0.5                0.5                   0.5                   1.0                  0.5                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
338   o7_t1_cs_d1   o7_t2_mf_d2                 0.0                0.0                0.5                   0.5                   1.0                  0.0                  0.0                   0                 0.0                             1                                       1                        1                                  1                            1                                      1
339   o7_t1_cs_d1   o7_t2_ap_d1                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      1
340   o7_t1_cs_d1   o7_t2_ap_d2                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       1                        0                                  1                            0                                      1
341   o7_t1_cs_d1   o7_t2_rp_d1                 0.5                0.5                1.0                   1.0                   1.0                  0.5                  1.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
342   o7_t1_cs_d1   o7_t2_rp_d2                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       1                        1                                  1                            1                                      1
343   o7_t1_cs_d2   o7_t1_cs_d1                 1.0                1.0                0.5                   0.5                   0.5                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            0                                      0
344   o7_t1_cs_d2   o7_t2_mf_d1                 1.0                1.0                0.5                   0.5                   1.0                  1.0                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
345   o7_t1_cs_d2   o7_t2_mf_d2                 0.5                0.5                0.5                   0.5                   1.0                  0.5                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
346   o7_t1_cs_d2   o7_t2_ap_d1                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   0                 1.0                             0                                       1                        0                                  1                            0                                      0
347   o7_t1_cs_d2   o7_t2_ap_d2                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   0                 1.0                             0                                       1                        0                                  1                            0                                      0
348   o7_t1_cs_d2   o7_t2_rp_d1                 1.0                1.0                1.0                   1.0                   1.0                  1.0                  1.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
349   o7_t1_cs_d2   o7_t2_rp_d2                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
350   o7_t2_mf_d1   o7_t1_cs_d1                 0.5                0.5                0.5                   0.5                   0.0                  0.5                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
351   o7_t2_mf_d1   o7_t1_cs_d2                 0.0                0.0                0.5                   0.5                   0.0                  0.0                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
352   o7_t2_mf_d1   o7_t2_mf_d2                 0.0                0.0                0.5                   0.5                   0.5                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
353   o7_t2_mf_d1   o7_t2_ap_d1                 0.0                0.0                0.5                   1.0                   0.5                  0.0                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
354   o7_t2_mf_d1   o7_t2_ap_d2                 0.0                0.0                0.5                   1.0                   0.5                  0.0                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
355   o7_t2_mf_d1   o7_t2_rp_d1                 0.5                0.5                1.0                   1.0                   1.0                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      1
356   o7_t2_mf_d1   o7_t2_rp_d2                 0.0                0.0                0.5                   1.0                   0.5                  0.0                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
357   o7_t2_mf_d2   o7_t1_cs_d1                 1.0                1.0                0.5                   0.5                   0.0                  1.0                  1.0                   1                 1.0                             0                                       0                        0                                  0                            0                                      0
358   o7_t2_mf_d2   o7_t1_cs_d2                 0.5                0.5                0.5                   0.5                   0.0                  0.5                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
359   o7_t2_mf_d2   o7_t2_mf_d1                 1.0                1.0                0.5                   0.5                   0.5                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
360   o7_t2_mf_d2   o7_t2_ap_d1                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
361   o7_t2_mf_d2   o7_t2_ap_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
362   o7_t2_mf_d2   o7_t2_rp_d1                 1.0                1.0                1.0                   1.0                   1.0                  1.0                  1.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
363   o7_t2_mf_d2   o7_t2_rp_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            1                                      1
364   o7_t2_ap_d1   o7_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      0
365   o7_t2_ap_d1   o7_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   1                 0.0                             1                                       0                        1                                  0                            1                                      1
366   o7_t2_ap_d1   o7_t2_mf_d1                 1.0                1.0                0.5                   0.0                   0.5                  1.0                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
367   o7_t2_ap_d1   o7_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
368   o7_t2_ap_d1   o7_t2_ap_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
369   o7_t2_ap_d1   o7_t2_rp_d1                 1.0                1.0                1.0                   1.0                   1.0                  1.0                  1.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
370   o7_t2_ap_d1   o7_t2_rp_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
371   o7_t2_ap_d2   o7_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       0                        1                                  0                            1                                      0
372   o7_t2_ap_d2   o7_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   1                 0.0                             1                                       0                        1                                  0                            1                                      1
