,Accuracy,AccuracySD,C,model_name,nfolds,pca,subject_data_file,threshold
136,0.475238095238,0.073611100415,0.001,"('alexnet', 'fc7')",50,True,HumanPredictions_20151118.txt,0.5
137,0.483095238095,0.0759702919619,0.001,"('alexnet', 'fc8')",50,True,HumanPredictions_20151118.txt,0.5
138,0.481666666667,0.0764211537715,0.001,"('alexnet', 'prob')",50,True,HumanPredictions_20151118.txt,0.5
139,0.442619047619,0.0570281586969,0.001,"('googlenet', 'pool1_norm1')",50,True,HumanPredictions_20151118.txt,0.5
140,0.471428571429,0.0748392078357,0.001,"('googlenet', 'conv2_norm2')",50,True,HumanPredictions_20151118.txt,0.5
141,0.47880952381,0.063500049101,0.001,"('googlenet', 'inception_3a_output')",50,True,HumanPredictions_20151118.txt,0.5
142,0.474761904762,0.0725952341908,0.001,"('googlenet', 'inception_3b_output')",50,True,HumanPredictions_20151118.txt,0.5
143,0.482857142857,0.0733920605912,0.001,"('googlenet', 'pool3_3x3_s2')",50,True,HumanPredictions_20151118.txt,0.5
144,0.488333333333,0.0704894614275,0.001,"('googlenet', 'inception_4a_output')",50,True,HumanPredictions_20151118.txt,0.5
145,0.514523809524,0.077601882414,0.001,"('googlenet', 'inception_4b_output')",50,True,HumanPredictions_20151118.txt,0.5
146,0.517142857143,0.078901183929,0.001,"('googlenet', 'inception_4c_output')",50,True,HumanPredictions_20151118.txt,0.5
147,0.494047619048,0.0737038413913,0.001,"('googlenet', 'inception_4d_output')",50,True,HumanPredictions_20151118.txt,0.5
148,0.49,0.063947966376,0.001,"('googlenet', 'inception_4e_output')",50,True,HumanPredictions_20151118.txt,0.5
149,0.492619047619,0.0669166232495,0.001,"('googlenet', 'pool4_3x3_s2')",50,True,HumanPredictions_20151118.txt,0.5
150,0.500714285714,0.0759075849388,0.001,"('googlenet', 'inception_5a_output')",50,True,HumanPredictions_20151118.txt,0.5
151,0.512619047619,0.0777886694674,0.001,"('googlenet', 'inception_5b_output')",50,True,HumanPredictions_20151118.txt,0.5
152,0.506904761905,0.0788986691903,0.001,"('googlenet', 'pool5_7x7_s1')",50,True,HumanPredictions_20151118.txt,0.5
153,0.5,0.0823410307895,0.001,"('googlenet', 'loss3_classifier')",50,True,HumanPredictions_20151118.txt,0.5
154,0.49,0.0619212432273,0.001,"('googlenet', 'prob')",50,True,HumanPredictions_20151118.txt,0.5
155,0.472017141303,0.116678184899,0.001,"('pb', '')",50,True,HumanPredictions_20151118.txt,0.8
156,0.454252689743,0.118136381097,0.001,"('alexnet', 'conv1')",50,True,HumanPredictions_20151118.txt,0.8
157,0.456983508157,0.115131178931,0.001,"('alexnet', 'pool1')",50,True,HumanPredictions_20151118.txt,0.8
158,0.453338495753,0.104666303256,0.001,"('alexnet', 'norm1')",50,True,HumanPredictions_20151118.txt,0.8
159,0.49304284197,0.130222787977,0.001,"('alexnet', 'conv2')",50,True,HumanPredictions_20151118.txt,0.8
160,0.486869295893,0.123766425716,0.001,"('alexnet', 'pool2')",50,True,HumanPredictions_20151118.txt,0.8
161,0.479599525118,0.101738516633,0.001,"('alexnet', 'norm2')",50,True,HumanPredictions_20151118.txt,0.8
162,0.465247173145,0.10465612653,0.001,"('alexnet', 'conv3')",50,True,HumanPredictions_20151118.txt,0.8
163,0.465164677464,0.113668586085,0.001,"('alexnet', 'conv4')",50,True,HumanPredictions_20151118.txt,0.8
164,0.467367746104,0.113846802949,0.001,"('alexnet', 'conv5')",50,True,HumanPredictions_20151118.txt,0.8
165,0.474507656787,0.108490763921,0.001,"('alexnet', 'pool5')",50,True,HumanPredictions_20151118.txt,0.8
166,0.479766116853,0.119967608757,0.001,"('alexnet', 'fc6')",50,True,HumanPredictions_20151118.txt,0.8
167,0.462666977785,0.112601796592,0.001,"('alexnet', 'fc7')",50,True,HumanPredictions_20151118.txt,0.8
168,0.474507656787,0.108490763921,0.001,"('alexnet', 'fc8')",50,True,HumanPredictions_20151118.txt,0.8
169,0.47984099012,0.114369516944,0.001,"('alexnet', 'prob')",50,True,HumanPredictions_20151118.txt,0.8
170,0.461989109645,0.092961848295,0.001,"('googlenet', 'pool1_norm1')",50,True,HumanPredictions_20151118.txt,0.8
171,0.449089553771,0.110115739257,0.001,"('googlenet', 'conv2_norm2')",50,True,HumanPredictions_20151118.txt,0.8
172,0.474081928694,0.102262745192,0.001,"('googlenet', 'inception_3a_output')",50,True,HumanPredictions_20151118.txt,0.8
173,0.468381256911,0.100516423933,0.001,"('googlenet', 'inception_3b_output')",50,True,HumanPredictions_20151118.txt,0.8
174,0.477716980363,0.0954954089264,0.001,"('googlenet', 'pool3_3x3_s2')",50,True,HumanPredictions_20151118.txt,0.8
175,0.456431641635,0.103687487974,0.001,"('googlenet', 'inception_4a_output')",50,True,HumanPredictions_20151118.txt,0.8
176,0.457717373915,0.103279417896,0.001,"('googlenet', 'inception_4b_output')",50,True,HumanPredictions_20151118.txt,0.8
177,0.487119923478,0.126894035297,0.001,"('googlenet', 'inception_4c_output')",50,True,HumanPredictions_20151118.txt,0.8
178,0.481807507169,0.111395538342,0.001,"('googlenet', 'inception_4d_output')",50,True,HumanPredictions_20151118.txt,0.8
179,0.474489308514,0.10342854764,0.001,"('googlenet', 'inception_4e_output')",50,True,HumanPredictions_20151118.txt,0.8
180,0.466204406297,0.111845525587,0.001,"('googlenet', 'pool4_3x3_s2')",50,True,HumanPredictions_20151118.txt,0.8
181,0.454396063277,0.118871398286,0.001,"('googlenet', 'inception_5a_output')",50,True,HumanPredictions_20151118.txt,0.8
182,0.467167016243,0.113117909537,0.001,"('googlenet', 'inception_5b_output')",50,True,HumanPredictions_20151118.txt,0.8
183,0.465765359874,0.11789682509,0.001,"('googlenet', 'pool5_7x7_s1')",50,True,HumanPredictions_20151118.txt,0.8
184,0.474659071593,0.13410838753,0.001,"('googlenet', 'loss3_classifier')",50,True,HumanPredictions_20151118.txt,0.8
185,0.472700142482,0.125446867909,0.001,"('googlenet', 'prob')",50,True,HumanPredictions_20151118.txt,0.8
186,0.499523809524,0.0606540317261,0.01,"('pb', '')",50,True,HumanPredictions_20151118.txt,0.5
