      Target    Comparison                          Layer     Distance
316       o1  o10_t1_cs_d2          GoogLeNet_pool1/norm1   874.267456
317       o1  o10_t1_cs_d2  GoogLeNet_inception_4d/output    64.082169
318       o1  o10_t1_cs_d2  GoogLeNet_inception_4e/output    16.092815
319       o1  o10_t1_cs_d2                 GoogLeNet_prob     0.000053
320       o1   o1_t2_ap_d1  GoogLeNet_inception_5b/output     0.485388
321       o1   o1_t2_ap_d1          GoogLeNet_conv2/norm2   121.536575
322       o1   o1_t2_ap_d1  GoogLeNet_inception_3a/output   436.625549
323       o1   o1_t2_ap_d1         GoogLeNet_pool4/3x3_s2     8.297410
324       o1   o1_t2_ap_d1  GoogLeNet_inception_5a/output     3.860161
325       o1   o1_t2_ap_d1     GoogLeNet_loss3/classifier     0.165086
326       o1   o1_t2_ap_d1         GoogLeNet_pool3/3x3_s2   216.819275
327       o1   o1_t2_ap_d1  GoogLeNet_inception_4c/output    38.587688
328       o1   o1_t2_ap_d1  GoogLeNet_inception_3b/output    68.455162
329       o1   o1_t2_ap_d1         GoogLeNet_pool5/7x7_s1     0.095349
330       o1   o1_t2_ap_d1  GoogLeNet_inception_4a/output    69.687172
331       o1   o1_t2_ap_d1  GoogLeNet_inception_4b/output    47.790989
332       o1   o1_t2_ap_d1          GoogLeNet_pool1/norm1   207.649521
333       o1   o1_t2_ap_d1  GoogLeNet_inception_4d/output    14.262288
334       o1   o1_t2_ap_d1  GoogLeNet_inception_4e/output     3.403635
335       o1   o1_t2_ap_d1                 GoogLeNet_prob     0.000009
336       o1   o2_t2_ap_d1  GoogLeNet_inception_5b/output     1.981162
337       o1   o2_t2_ap_d1          GoogLeNet_conv2/norm2   299.541016
338       o1   o2_t2_ap_d1  GoogLeNet_inception_3a/output  1628.289429
339       o1   o2_t2_ap_d1         GoogLeNet_pool4/3x3_s2    27.454050
340       o1   o2_t2_ap_d1  GoogLeNet_inception_5a/output    13.059341
341       o1   o2_t2_ap_d1     GoogLeNet_loss3/classifier     0.622839
342       o1   o2_t2_ap_d1         GoogLeNet_pool3/3x3_s2   725.928772
343       o1   o2_t2_ap_d1  GoogLeNet_inception_4c/output   125.372940
344       o1   o2_t2_ap_d1  GoogLeNet_inception_3b/output   215.577911
345       o1   o2_t2_ap_d1         GoogLeNet_pool5/7x7_s1     0.352055
346       o1   o2_t2_ap_d1  GoogLeNet_inception_4a/output   208.899551
347       o1   o2_t2_ap_d1  GoogLeNet_inception_4b/output   159.125275
348       o1   o2_t2_ap_d1          GoogLeNet_pool1/norm1   639.274841
349       o1   o2_t2_ap_d1  GoogLeNet_inception_4d/output    47.538574
350       o1   o2_t2_ap_d1  GoogLeNet_inception_4e/output    12.013147
351       o1   o2_t2_ap_d1                 GoogLeNet_prob     0.000021
352       o1   o3_t2_ap_d1  GoogLeNet_inception_5b/output     2.142932
353       o1   o3_t2_ap_d1          GoogLeNet_conv2/norm2   266.294525
354       o1   o3_t2_ap_d1  GoogLeNet_inception_3a/output  1462.259888
355       o1   o3_t2_ap_d1         GoogLeNet_pool4/3x3_s2    27.006111
356       o1   o3_t2_ap_d1  GoogLeNet_inception_5a/output    12.925576
357       o1   o3_t2_ap_d1     GoogLeNet_loss3/classifier     0.802398
358       o1   o3_t2_ap_d1         GoogLeNet_pool3/3x3_s2   618.640076
359       o1   o3_t2_ap_d1  GoogLeNet_inception_4c/output   117.426575
360       o1   o3_t2_ap_d1  GoogLeNet_inception_3b/output   186.388992
