      Target    Comparison          Layer      Distance
241       o1   o8_t1_cs_d2  AlexNet_conv4    113.420578
242       o1   o8_t1_cs_d2   AlexNet_prob      0.000075
243       o1   o8_t1_cs_d2  AlexNet_conv3    377.469421
244       o1   o8_t1_cs_d2  AlexNet_conv2    439.684082
245       o1   o8_t1_cs_d2  AlexNet_conv1   7450.761719
246       o1   o8_t1_cs_d2  AlexNet_conv5     20.580450
247       o1   o8_t1_cs_d2  AlexNet_norm2    607.502930
248       o1   o8_t1_cs_d2  AlexNet_pool2   1211.474365
249       o1   o8_t1_cs_d2  AlexNet_pool1  23137.925781
250       o1   o8_t1_cs_d2  AlexNet_norm1    631.039429
251       o1   o8_t1_cs_d2  AlexNet_pool5     66.316978
252       o1   o9_t1_cs_d2    AlexNet_fc6      7.828163
253       o1   o9_t1_cs_d2    AlexNet_fc7      0.542266
254       o1   o9_t1_cs_d2    AlexNet_fc8      1.027672
255       o1   o9_t1_cs_d2  AlexNet_conv4    120.462585
256       o1   o9_t1_cs_d2   AlexNet_prob      0.000028
257       o1   o9_t1_cs_d2  AlexNet_conv3    395.386810
258       o1   o9_t1_cs_d2  AlexNet_conv2    488.394104
259       o1   o9_t1_cs_d2  AlexNet_conv1   8481.389648
260       o1   o9_t1_cs_d2  AlexNet_conv5     19.882515
261       o1   o9_t1_cs_d2  AlexNet_norm2    652.121277
262       o1   o9_t1_cs_d2  AlexNet_pool2   1283.768066
263       o1   o9_t1_cs_d2  AlexNet_pool1  28452.181641
264       o1   o9_t1_cs_d2  AlexNet_norm1    721.356506
265       o1   o9_t1_cs_d2  AlexNet_pool5     62.079941
266       o1  o10_t1_cs_d2    AlexNet_fc6      9.559465
267       o1  o10_t1_cs_d2    AlexNet_fc7      0.530694
268       o1  o10_t1_cs_d2    AlexNet_fc8      1.073939
269       o1  o10_t1_cs_d2  AlexNet_conv4    169.054794
270       o1  o10_t1_cs_d2   AlexNet_prob      0.000010
271       o1  o10_t1_cs_d2  AlexNet_conv3    521.163391
272       o1  o10_t1_cs_d2  AlexNet_conv2    590.266907
273       o1  o10_t1_cs_d2  AlexNet_conv1   9353.208008
274       o1  o10_t1_cs_d2  AlexNet_conv5     29.920746
275       o1  o10_t1_cs_d2  AlexNet_norm2    879.261902
276       o1  o10_t1_cs_d2  AlexNet_pool2   1734.364868
277       o1  o10_t1_cs_d2  AlexNet_pool1  32341.242188
